"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","database","comparison"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway",175,0.285660185445877,0.906230214752325,0.686967113276492,1,1,2015,"tags=11%, list=12%, signal=10%","3119/148823/9840/84174/5063/778/130132/7294/28638/10451/3113/5588/100/9404/11006/54900/53347/25865/4773","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0032147","GO:0032147","activation of protein kinase activity",262,-0.246189353264036,-0.943849813018033,0.687074829931973,1,1,2038,"tags=15%, list=12%, signal=13%","51776/3672/57521/108/5155/101/1847/5319/7043/10333/3952/136/22974/51378/150/8797/284340/5618/9928/5576/1116/183/1848/29969/3084/4504/1813/55704/4142/3593/4916/111/796/6997/3071/7349/107/1136","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0006469","GO:0006469","negative regulation of protein kinase activity",214,0.284192193364991,0.915867461790664,0.687575392038601,1,1,3116,"tags=16%, list=19%, signal=13%","494551/93649/57408/9535/80243/80059/142679/1031/1101/7023/1029/2811/11142/23768/54900/9104/5577/9479/1027/3553/124790/64101/51763/7249/868/94030/388324/348/7026/64922/9467/1849/7161/84619/79883","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response",55,0.318147219826022,0.871219014322218,0.687933425797503,1,1,2179,"tags=18%, list=13%, signal=16%","7292/90865/2867/10666/91543/8013/51237/79915/10417/64127","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0030217","GO:0030217","T cell differentiation",165,0.286454413439849,0.902059715303832,0.689272503082614,1,1,2803,"tags=18%, list=17%, signal=15%","2736/6935/26279/7292/9840/7704/10803/2841/4092/84807/56603/100/91543/639/1958/11006/3592/79840/3718/677/6304/3111/5316/64218/5914/79576/4063/9580/2302","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0006906","GO:0006906","vesicle fusion",136,0.290858400662137,0.893126888872959,0.689393939393939,1,1,1378,"tags=8%, list=8%, signal=7%","353149/22895/5864/127833/374403/113622/10451/102724862/85409/414059/8291","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0043901","GO:0043901","negative regulation of multi-organism process",130,0.292280137663965,0.891694479982773,0.689567430025445,1,1,3045,"tags=16%, list=18%, signal=13%","4838/3586/494551/3479/2219/6352/7023/100/91543/639/114609/684/11074/55337/63901/5629/51763/84875/130399/140564/79132","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0051100","GO:0051100","negative regulation of binding",118,0.291197641558046,0.8799531956393,0.689961880559085,1,1,2119,"tags=14%, list=13%, signal=12%","3586/51339/56155/117166/1565/7023/3398/4751/1663/55118/3162/4824/409/1601/58499/2072","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0048813","GO:0048813","dendrite morphogenesis",102,0.296630888315277,0.880835758280984,0.690012970168612,1,1,1807,"tags=14%, list=11%, signal=12%","9201/23542/26050/5063/80243/1139/4135/473/55619/1742/4133/2047/815/23098","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0099531","GO:0099531","presynaptic process involved in chemical synaptic transmission",120,0.291460289651918,0.882381946821296,0.691919191919192,1,1,2309,"tags=16%, list=14%, signal=14%","440279/22895/6531/9699/5864/127833/140730/6582/6571/9379/815/5027/64130/9369/2914/6536/1143/6865/1815","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0006631","GO:0006631","fatty acid metabolic process",308,0.274610827629893,0.913835668361611,0.69248291571754,1,1,2726,"tags=16%, list=17%, signal=14%","1579/5444/151176/1557/241/126129/123876/1572/1545/401494/1544/4056/55289/344/114757/10891/1565/10630/1907/3990/8529/552/239/1375/9444/335/1559/2170/51085/36/1543/8013/66002/9104/5577/390916/2053/113612/3248/23409/1558/26063/11283/283985/1056/22937/57678/440503/55268","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0021766","GO:0021766","hippocampus development",55,0.315397222057704,0.863688380088128,0.694868238557559,1,1,3165,"tags=24%, list=19%, signal=19%","84623/2018/9839/66000/8013/79969/2145/5914/5629/23035/2146/23135/55558","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:1903829","GO:1903829","positive regulation of cellular protein localization",340,0.274643014292883,0.919677701477905,0.695163104611924,1,1,2561,"tags=12%, list=16%, signal=10%","4478/7015/54106/4838/51284/3745/3479/26585/51339/123264/4137/8999/57628/85409/3687/84327/91646/3208/90427/55531/55929/10018/50855/65267/3059/1601/8877/5174/10523/4038/3553/100287171/22994/63928/9696/8626/79899/8740/79576/163882","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0003002","GO:0003002","regionalization",203,0.281447169753287,0.904438616337628,0.696535244922342,1,1,3169,"tags=17%, list=19%, signal=14%","2736/4838/85407/7704/57453/2719/26585/2018/8313/9839/56603/7703/4824/123872/28514/6604/1045/4038/7849/80199/4010/8626/168507/6926/57728/7026/145873/23509/2302/23322/1952/2260/54475/4091/57216","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0071383","GO:0071383","cellular response to steroid hormone stimulus",210,0.281867502089276,0.907718947301232,0.698203592814371,1,1,3778,"tags=21%, list=23%, signal=16%","4838/383/81285/6096/167465/6770/5244/10891/7023/1244/4824/409/90390/8013/1601/7025/677/8626/5914/4246/1789/81606/6752/4734/7026/164091/23462/10013/5176/9667/8284/2100/54852/55128/8085/9572/477/23411/57658/161582/7040/6715/9968/114907","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:2000021","GO:2000021","regulation of ion homeostasis",145,0.290624961971816,0.899614178079739,0.698352344740177,1,1,2041,"tags=17%, list=12%, signal=15%","6263/6324/844/6261/7782/825/80763/9001/4092/2247/55800/552/7780/9002/239/4881/6546/287/7220/5027/65268/65267/6327/2537","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process",56,-0.282222449403104,-0.868457116544954,0.698924731182796,1,1,4834,"tags=54%, list=29%, signal=38%","4832/539/7415/10632/10165/509/226/10201/517/2023/515/9551/267020/521/142/514/506/498/27109/518/4831/10476/1537/3614/132/5313/8382/4833/516","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0000187","GO:0000187","activation of MAPK activity",124,0.292822780879686,0.889157473146305,0.698992443324937,1,1,3494,"tags=21%, list=21%, signal=17%","8600/3479/5063/51738/1139/2247/2357/151/9294/5027/5607/2914/64127/3553/1815/25759/1942/51196/1849/7161/23566/2690/5605/200958/8517/4294","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0061180","GO:0061180","mammary gland epithelium development",54,0.314788026185801,0.862569052703735,0.699724517906336,1,1,1549,"tags=7%, list=9%, signal=7%","2736/8600/3398/675","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0033673","GO:0033673","negative regulation of kinase activity",229,0.280243362819356,0.91033621089641,0.700356718192628,1,1,3116,"tags=16%, list=19%, signal=13%","494551/93649/57408/9535/80243/80059/142679/4137/1031/1101/7023/1029/2811/11142/23768/54900/9104/5577/9479/1027/3553/100287171/124790/64101/51763/7249/868/94030/388324/348/7026/64922/9467/1849/7161/84619/79883","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process",158,0.28456064554208,0.893466771997863,0.700621118012422,1,1,3382,"tags=21%, list=20%, signal=17%","114880/2672/7166/6531/5449/9965/6770/9839/2247/239/100289017/7220/335/121278/1593/3293/114881/1576/8877/1594/3553/5629/22937/348/340485/2185/23600/5409/6718/1080/9572/9619/23411","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0043473","GO:0043473","pigmentation",77,-0.278000778441604,-0.894443537237091,0.700757575757576,1,1,2704,"tags=23%, list=16%, signal=20%","79803/372/585/10399/8195/9896/4286/81839/55212/1001/5443/5873/79090/6591/4644/1813/6678","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0035303","GO:0035303","regulation of dephosphorylation",122,-0.265516703857572,-0.914806662485991,0.701421800947867,1,1,2384,"tags=16%, list=14%, signal=14%","8725/9530/63898/3673/57181/3672/57221/84152/161742/80034/116729/392617/57709/83987/9088/1813/1133/26051/3071","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0003007","GO:0003007","heart morphogenesis",173,0.284236307398335,0.900659440902386,0.702075702075702,1,1,3594,"tags=24%, list=22%, signal=19%","4838/23414/6261/8313/27031/4092/7481/3398/2022/55036/23768/123872/4607/4625/28514/6604/388591/10848/9510/5914/5629/8642/2138/6926/4734/1942/171023/145873/23462/26005/25836/7422/7468/4091/57216/3725/94/1856/1363/200894/7040/51548","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0006302","GO:0006302","double-strand break repair",189,0.283131125077983,0.902949108143229,0.702669902912621,1,1,3807,"tags=25%, list=23%, signal=19%","84296/8363/9401/8365/121504/157777/23503/55693/8317/348654/9319/146956/1663/675/79840/84250/2072/9400/84057/22909/8914/79008/554313/78996/7517/2138/25788/84515/126074/9985/51750/51149/5892/83990/7468/5888/220064/9112/79728/55719/51659/51548/5371/11144/27343/2067/84464","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0031346","GO:0031346","positive regulation of cell projection organization",263,0.275853677859929,0.906410296454073,0.703399765533411,1,1,3132,"tags=15%, list=19%, signal=13%","100132074/57611/6324/29993/9699/9148/5587/5063/5168/127833/9839/4137/9001/1002/285016/643338/6092/5027/5365/55835/411/64506/100287171/80199/9696/8578/2146/348/5274/8175/9139/51517/9738/2185/5176/2823/23566/65981/2260/7422","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0061333","GO:0061333","renal tubule morphogenesis",52,0.313254787383983,0.855488984014839,0.703601108033241,1,1,3291,"tags=27%, list=20%, signal=22%","5228/2719/26585/2247/6299/7481/65266/7849/8642/2138/5310/26249/7422/9788","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0045785","GO:0045785","positive regulation of cell adhesion",301,0.273809207773237,0.907805233823366,0.705069124423963,1,1,1988,"tags=12%, list=12%, signal=10%","2736/4838/921/3119/3586/8600/3479/7292/9840/7704/5063/6352/3481/375567/7448/4092/1949/10451/9020/64094/3113/5588/239/285613/100/335/338879/11006/3592/1295/201163/3718/8013/25865/4811","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0090175","GO:0090175","regulation of establishment of planar polarity",102,0.293784980425337,0.87238492752472,0.706874189364462,1,1,2096,"tags=11%, list=13%, signal=9%","85407/2719/51339/27031/7481/10082/409/50855/57822/1601/84133","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0002673","GO:0002673","regulation of acute inflammatory response",51,0.315773860712349,0.85772898674511,0.707282913165266,1,1,2271,"tags=20%, list=14%, signal=17%","55061/8600/3075/2867/7448/719/84699/53833/5199/3553","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0030301","GO:0030301","cholesterol transport",68,0.302239613007152,0.854809875712907,0.707382550335571,1,1,3398,"tags=28%, list=21%, signal=22%","5444/6770/5244/344/3990/1645/8435/335/949/100287171/1056/348/55937/1080/26119/19/9619/23411/20","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0006732","GO:0006732","coenzyme metabolic process",292,-0.243007748953403,-0.938625014793923,0.707692307692308,1,1,3790,"tags=33%, list=23%, signal=26%","957/3418/669/23788/27304/230/5740/9054/5563/51248/80219/5226/4907/5214/2597/2023/5315/23590/7167/1622/4199/5465/6472/8942/5092/5230/55711/5208/84649/2584/29914/23475/2194/54995/51660/4597/2182/2181/1738/31/51144/128240/9759/26027/23597/5163/4598/51181/4337/25902/64087/11000/79071/5743/3945/55902/3156/4704/23743/1737/10797/10400/5162/8514/3098/27235/64834/191/5313/471/6622/6319/47/11332/79178/160428/116285/55350/952/79646/4837/284486/641371/349565/142827/4552/9390/9374/23205/55753/573971/8564/2348/441531","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0002028","GO:0002028","regulation of sodium ion transport",70,0.303929956755441,0.861106811936312,0.708108108108108,1,1,3575,"tags=29%, list=22%, signal=22%","6324/5270/482/79570/55800/6546/5027/65266/65268/65267/6327/1815/6330/54800/4734/154043/477/150094/23327/7040","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0034644","GO:0034644","cellular response to UV",69,0.302823650615999,0.85927729316825,0.708724832214765,1,1,4480,"tags=32%, list=27%, signal=23%","4311/4239/55872/90427/92815/2072/8626/993/94241/4734/7161/5295/7508/2332/23411/1387/2067/6794/545/4157/1643/84236","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0097530","GO:0097530","granulocyte migration",84,-0.272569493831903,-0.892213477813589,0.709923664122137,1,1,1599,"tags=18%, list=10%, signal=16%","101/5319/5919/59341/284340/5196/6370/6361/3689/83700/3929/7060/3071/7857","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0010810","GO:0010810","regulation of cell-substrate adhesion",150,-0.25050901469077,-0.901975112888812,0.710144927536232,1,1,3269,"tags=22%, list=20%, signal=18%","1842/8751/3655/5921/23603/708/91663/342184/1946/8324/51144/9647/3987/10562/54828/4287/29984/9723/3791/4851/10551/54361/5881/3956/5054/6370/246/948/3037/2199/349633/10085","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0035050","GO:0035050","embryonic heart tube development",58,0.312015181273624,0.861258739661539,0.711141678129299,1,1,4408,"tags=28%, list=27%, signal=20%","4838/27031/2022/55036/123872/28514/388591/6926/26005/57216/200894/51684/54806/2626/2296/6469","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process",71,-0.278894938017508,-0.891768745906944,0.712686567164179,1,1,4834,"tags=52%, list=29%, signal=37%","4832/539/205/7415/10632/51727/10165/509/226/10201/517/2023/122481/515/9551/267020/521/142/514/506/498/27109/518/203/7371/4831/10476/1537/3614/132/5313/8382/9519/4833/516/158067","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0072163","GO:0072163","mesonephric epithelium development",70,0.302656914380176,0.857499976095165,0.713513513513514,1,1,3161,"tags=24%, list=19%, signal=20%","5228/2719/26585/4092/2247/6299/7481/6092/7849/5914/8642/2138/5310/2302/2260/7422/4091","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0072164","GO:0072164","mesonephric tubule development",70,0.302656914380176,0.857499976095165,0.713513513513514,1,1,3161,"tags=24%, list=19%, signal=20%","5228/2719/26585/4092/2247/6299/7481/6092/7849/5914/8642/2138/5310/2302/2260/7422/4091","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0007610","GO:0007610","behavior",384,0.271201129703272,0.916284701217559,0.714601769911504,1,1,2394,"tags=17%, list=14%, signal=15%","3766/7143/339403/10882/4211/25769/340990/5270/6531/23542/54429/2903/26050/51738/2917/84623/8528/116372/80243/5803/6506/6770/4900/2334/4137/1139/64072/283869/4888/1949/3398/552/9099/6571/6414/1742/100/93145/8398/7881/9379/55283/4985/84189/23551/80045/5540/57578/166379/85446/409/9369/26053/22829/8013/5577/2834/4988/80010/1143/54413/6865/1815/54584/51301/1803/8516","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0001101","GO:0001101","response to acid chemical",267,0.273914069542357,0.902449281829898,0.715116279069767,1,1,1693,"tags=11%, list=10%, signal=10%","1278/5444/383/6935/81285/5030/53335/7292/9148/6096/2867/6506/1290/5244/7480/3399/1723/10891/7481/55022/552/56603/1244/1645/3208/375611/1958/2170/4671","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0006809","GO:0006809","nitric oxide biosynthetic process",53,0.312440707040662,0.853648624262159,0.715277777777778,1,1,2914,"tags=17%, list=18%, signal=14%","3586/1545/947/6542/9104/9722/3553/4843/2185","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway",101,0.294191397629843,0.872524177036274,0.715584415584416,1,1,2096,"tags=11%, list=13%, signal=10%","85407/2719/51339/27031/7481/10082/409/50855/57822/1601/84133","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0060627","GO:0060627","regulation of vesicle-mediated transport",382,0.271145533863255,0.915505631286928,0.715871254162042,1,1,2614,"tags=13%, list=16%, signal=11%","4478/353149/29993/3745/22895/9699/2719/5587/11069/8832/26585/5864/127833/374403/344/7275/7448/140730/9001/113622/254263/255057/102724862/1742/414059/8398/26045/3162/11037/3092/84106/409/2268/197/6311/1601/28514/9098/129049/3553/949/169026/7447/192683/7249/163882/558/8448","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0006163","GO:0006163","purine nucleotide metabolic process",446,-0.235610971668078,-0.937631975382462,0.715909090909091,1,1,3803,"tags=33%, list=23%, signal=26%","5223/11164/957/2876/84275/1497/669/10975/23788/27304/230/4706/9054/5563/126328/9512/4701/4694/388753/7388/51079/353/4907/5214/2597/27089/517/11315/10487/3303/2023/23432/1350/8833/2773/196883/1345/847/5315/7167/7386/7385/515/4715/7384/9551/93974/5465/23513/267020/521/142/1349/5230/10861/4702/4697/3357/514/5208/55967/2584/1902/10399/506/498/1337/3304/1738/27109/27115/1351/2395/518/203/9759/84300/706/347734/4831/50940/4337/64087/4711/5471/112609/10476/4714/108/3312/10486/1537/54205/122622/3156/4704/10105/3614/1716/132/53836/637/3098/4436/163747/5140/891/5143/5313/471/6622/8382/136/9060/10846/1969/150/4833/11332/4846/516/5032/5196/5141/30833/79646/283383/358/10886/8622/2979/55753/3351/55811/5198/1813/333/4626/441531/4543/3627/111/6373/3000/796/7349/107/5153","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process",66,-0.277086581927102,-0.873402101375091,0.716475095785441,1,1,4834,"tags=52%, list=29%, signal=37%","539/7415/10632/10165/3251/509/226/5634/353/517/2023/8833/515/9551/267020/521/142/514/506/498/27109/518/64077/5471/10476/1537/122622/3614/132/5313/471/516/5198","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process",66,-0.277086581927102,-0.873402101375091,0.716475095785441,1,1,4834,"tags=52%, list=29%, signal=37%","539/7415/10632/10165/3251/509/226/5634/353/517/2023/8833/515/9551/267020/521/142/514/506/498/27109/518/64077/5471/10476/1537/122622/3614/132/5313/471/516/5198","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0048145","GO:0048145","regulation of fibroblast proliferation",69,0.300469457463934,0.8525971520525,0.716778523489933,1,1,3891,"tags=25%, list=24%, signal=19%","197358/3479/5156/80169/4921/2495/8877/94241/84875/5074/3725/7040/51548/5371/972/1019/81857","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0070613","GO:0070613","regulation of protein processing",69,0.30039539843806,0.852387005853025,0.716778523489933,1,1,2274,"tags=17%, list=14%, signal=15%","55061/3249/5270/3075/7448/85409/719/4671/143458/58484/5199/23409","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:2001022","GO:2001022","positive regulation of response to DNA damage stimulus",67,0.300839536593184,0.850004071010126,0.716778523489933,1,1,3850,"tags=24%, list=23%, signal=18%","3090/55693/1663/4824/84250/8914/2138/51149/25946/2332/23411/5883/55719/126549/27063/5582","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0008360","GO:0008360","regulation of cell shape",129,0.288248506170323,0.879019539720027,0.717721518987342,1,1,2029,"tags=12%, list=12%, signal=10%","4478/3249/1690/91010/114299/3679/10630/7940/55843/8317/375611/643338/2038/2268/5365","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0030279","GO:0030279","negative regulation of ossification",51,0.313658849515022,0.851984032406125,0.718487394957983,1,1,3742,"tags=31%, list=23%, signal=24%","7166/6096/26585/8313/3399/3398/197/4038/3488/4077/2185/1230/4091/3397/7040/51684","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0072088","GO:0072088","nephron epithelium morphogenesis",51,0.313376663273391,0.851217536665908,0.719887955182073,1,1,3132,"tags=25%, list=19%, signal=21%","5228/2719/26585/2247/6299/7481/65266/7849/8642/2138/5310/26249/7422","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0090174","GO:0090174","organelle membrane fusion",141,0.286295975401022,0.882649787874231,0.720050441361917,1,1,1378,"tags=8%, list=8%, signal=7%","353149/22895/5864/127833/374403/113622/10451/102724862/85409/414059/8291","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0043543","GO:0043543","protein acylation",187,0.280223565229713,0.891345935077767,0.720194647201946,1,1,4062,"tags=22%, list=25%, signal=17%","28999/93649/51200/10891/138474/9252/7703/675/55124/201163/55929/15/26053/79969/10629/23338/3553/4582/9767/10943/6871/11143/112869/6883/23411/10902/29801/8536/254887/64840/7040/1387/25942/27154/29800/79960/79612/55167/7917/57325/200186/157570","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0042326","GO:0042326","negative regulation of phosphorylation",384,0.270261119147773,0.913108765734072,0.723451327433628,1,1,3259,"tags=17%, list=20%, signal=14%","3624/494551/93649/57408/9535/26585/80243/51339/374403/3623/80059/142679/4137/4092/1031/1101/10891/7023/55022/2022/55872/84327/1029/2811/11142/23768/51085/5027/54900/409/201163/2192/27124/65268/197/50855/9104/5577/9479/27330/1027/3553/100287171/863/124790/79899/64101/51763/7249/868/94030/388324/348/7026/64922/9467/154043/1849/7161/84619/79883/4091/259/5470/5590/3725","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0090257","GO:0090257","regulation of muscle system process",160,-0.255041853052971,-0.916973717405475,0.723958333333333,1,1,1038,"tags=11%, list=6%, signal=11%","150/4846/183/29098/857/29995/148/6331/6262/9732/51086/3759/796/1193/7349/1136/5020","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0034637","GO:0034637","cellular carbohydrate biosynthetic process",66,-0.275617022955786,-0.86876991787232,0.724137931034483,1,1,4411,"tags=39%, list=27%, signal=29%","207/378884/54928/8908/231/5236/3667/2932/283871/6233/5499/7311/55454/10678/56052/11041/648791/2632/3613/5507/3952/5260/89801/3038/3037","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0048259","GO:0048259","regulation of receptor-mediated endocytosis",65,0.301362569304063,0.849299987642989,0.724324324324324,1,1,1999,"tags=14%, list=12%, signal=12%","26585/344/7448/1742/26045/3092/409/6311/1601","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0048144","GO:0048144","fibroblast proliferation",70,0.29868360225439,0.846242625309514,0.725675675675676,1,1,3891,"tags=24%, list=24%, signal=19%","197358/3479/5156/80169/4921/2495/8877/94241/84875/5074/3725/7040/51548/5371/972/1019/81857","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0014020","GO:0014020","primary neural tube formation",78,0.298541959386494,0.859671462525425,0.727272727272727,1,1,3760,"tags=21%, list=23%, signal=16%","4838/57167/9839/27031/57822/80199/5914/7249/57216/5754/1856/57545/65979/7040/51684/9968","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to ER",81,-0.268010170448712,-0.872906031136482,0.727611940298508,1,1,1954,"tags=37%, list=12%, signal=33%","22920/1314/381/9276/6836/5861/81876/662/377/10959/57410/372/22820/26958/11127/10972/378/54732/23423/51560/29127/11015/51226/3832/84084/3798/81930/9493/24137","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0001736","GO:0001736","establishment of planar polarity",111,0.287072870892458,0.860236790946704,0.729833546734955,1,1,3760,"tags=19%, list=23%, signal=15%","85407/2719/51339/27031/7481/10082/409/50855/57822/1601/84133/80199/8626/23322/1952/57216/5754/1856/9863/9491/9968","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0007164","GO:0007164","establishment of tissue polarity",111,0.287072870892458,0.860236790946704,0.729833546734955,1,1,3760,"tags=19%, list=23%, signal=15%","85407/2719/51339/27031/7481/10082/409/50855/57822/1601/84133/80199/8626/23322/1952/57216/5754/1856/9863/9491/9968","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0090002","GO:0090002","establishment of protein localization to plasma membrane",129,0.286415484034387,0.873429702341042,0.730379746835443,1,1,2736,"tags=13%, list=17%, signal=11%","29993/3745/27065/783/22979/30845/57628/55022/85409/287/286/65267/5593/51763/163882/11031/145567","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0007422","GO:0007422","peripheral nervous system development",58,0.3061610759704,0.845099592101091,0.730398899587345,1,1,1721,"tags=12%, list=10%, signal=11%","576/60484/5376/6334/4665/40/79628","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0051047","GO:0051047","positive regulation of secretion",274,0.270483836683625,0.891889741262661,0.730769230769231,1,1,1672,"tags=9%, list=10%, signal=8%","1579/3624/3586/3745/8600/81285/3479/7292/90865/51738/2219/2867/5864/3623/947/91608/8111/8529/552/4881/8398/5106/4824/5027","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0014013","GO:0014013","regulation of gliogenesis",63,0.302125689929479,0.841380785151921,0.730874316939891,1,1,1388,"tags=10%, list=8%, signal=9%","7015/5270/5803/443/3398/118738","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:1903146","GO:1903146","regulation of mitophagy",51,-0.280135568003708,-0.844608142867457,0.732638888888889,1,1,3447,"tags=53%, list=21%, signal=42%","6721/65018/3064/54543/3091/63910/3099/8607/57103/23274/11140/665/23400/9927/79594/7307/11315/54832/10193/93974/57602/84128/706/2648/86/5071","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0007187","GO:0007187","G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",97,0.290587911293757,0.85741742232137,0.734640522875817,1,1,1129,"tags=19%, list=7%, signal=17%","136/150/2825/183/283383/1395/148/3351/1813/333/768239/1133/4543/111/796/107/2915","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0070663","GO:0070663","regulation of leukocyte proliferation",149,0.281876995012027,0.87585754877365,0.734848484848485,1,1,2271,"tags=14%, list=14%, signal=12%","3586/26279/3479/7292/26585/6352/3481/10451/7940/3113/5588/100/639/3592/3718/51237/4773/114609/53833/79915/3553","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0032387","GO:0032387","negative regulation of intracellular transport",108,0.288017495652368,0.859708066075937,0.735218508997429,1,1,2809,"tags=17%, list=17%, signal=14%","3586/3753/8832/8313/374403/4856/254263/11142/3162/347/23409/684/8740/51763/114899/84875/5310/7175","GO","0"
"../results/DESeq2/V0_over_M0_Wald-test.csv.GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process",54,0.307097030542799,0.841494506424082,0.735537190082645,1,1,1978,"tags=13%, list=12%, signal=11%","3479/5449/3481/10891/51085/5027/9104","GO","0"
